Gene	RNA.Macrophages	RNA.DC1	RNA.DC2	RNA.Inflammatory.Monocytes	RNA.CD69..Mast	RNA.CD69..Mast.1	RNA.Cycling.Monocytes	RNA.NKs	RNA.ILCs	RNA.CD4..Activated.Fos.hi	RNA.CD4..Activated.Fos.lo	RNA.CD4..Memory	RNA.Tregs	RNA.CD4..PD1.	RNA.CD8..IELs	RNA.CD8..LP	RNA.CD8..IL17.	RNA.MT.hi	RNA.Cycling.T	RNA.Plasma	RNA.Follicular	RNA.GC	RNA.Cycling.B
GAS5	4.824315725	8.446820642	7.154305128	3.467004917	15.09915418	17.81228665	2.387872747	13.59083348	20.76838022	20.23997328	22.26966914	34.47843579	18.43809618	22.74149454	11.86926085	16.66224021	10.55499624	17.49870011	9.954161737	4.070938624	24.96214418	21.82527246	11.97444775
GAS6	0.915633274	0.181470446	0.593301217	0.93004511	0.074818361	0.126462528	0.677572745	0.131560902	0.092387876	0.025416703	0.043598691	0.12490499	0.034640343	0.110511679	0.071597974	0.066524248	0.021263384	0.006977837	0	0.520378558	0.101650127	0.140287739	0.410296629
GAS6-AS2	0	0	0.013033047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863925	0	0	0
GAS7	1.26243919	0.216157342	0.354938996	0.678209579	0.159225464	0.188425918	0.523278974	0.550308796	0.022545823	0.003279449	0.022174186	0.012822755	0	0	0.034882872	0.053841795	0	0.036835318	0.010967686	0.011050275	0.055301724	0	0.006160872
GAS8	0.051727426	0.100216816	0.002013415	0	0.193013156	0.080371685	0.044586242	0	0.171149885	0.053510981	0.066416223	0.021857451	0.033683256	0.118422873	0.00537648	0.026838099	0.065784286	0	0.017704059	0.017855672	0.044511916	0.110231722	0.024955789
GATA1	0	0	0.001556126	0	1.048587112	0.972672086	0.022239012	0	0	0	0.003275812	0	0	0	0	0	0	0	0	0.000263444	0	0	0
GATA2	0.005934562	0	0	0.05676379	27.61347055	28.16352266	0.799878485	0.036450969	1.117188358	0.003103288	0	0	0.01274292	0	0.009691628	0	0	0.137261501	0	0.002637982	0	0	0
GATA3	0.016871691	0	0.008110751	0	0.076043344	0	0.005521143	5.934310899	8.7001113	5.64719602	6.949106353	3.917724729	4.998848239	2.695258852	2.524784509	4.618224149	2.872550156	3.670217214	2.146234177	0.028179114	0.027169199	0.003339484	0.040305949
GATA6	0.002624253	0	0	0	0	0	0	0.094788215	0	0	0	0.048950677	0.004983803	0	0.034764937	0.02012333	0	0.054531794	0	0.002656095	0.003039609	0.037379769	0.003608552
GATA6-AS1	0.002627863	0	0.003326329	0	0	0	0.009021024	0.02450312	0	0.007815987	0.004389662	0	0	0	0.026163049	0.020477962	0	0	0	0.000965044	0.004244388	0	0.013676664
GATAD1	0.273555056	0.06949328	0.272370637	0.647112452	0.251550323	0.392901072	0.091926311	0.309617801	0.117769591	0.218348451	0.170089478	0.166116363	0.335544376	0.214474689	0.180068491	0.164503385	0.383882615	0.374566748	0.109553915	0.0697884	0.356933578	0.110293841	0.124535028
GATAD2A	0.357549522	0.12841672	0.181254306	0.246070331	0.083267865	0	0.348478206	0.549973144	0.918152548	0.551784613	0.324433138	0.5581845	0.362636234	0.416286944	0.641501275	0.60580753	1.126566566	2.00437899	0.650512945	0.036170592	0.259503605	0.362820218	0.260654077
GATAD2B	0.230320805	0.211900735	0.210273428	0.109747016	0.166337303	0	0.061040449	0.526619713	0.060836635	0.239804774	0.181350106	0.284736258	0.302699017	0.093445007	0.185593952	0.381181691	0.182871553	0.98200935	0.227879588	0.059294782	0.273626962	0.417182465	0.069928945
GATC	0.047227465	0.027365859	0.053383043	0.050340419	0.084922028	0	0.065699186	0.080000629	0.452598371	0.088147836	0.118206763	0.08799741	0.11200874	0.116146415	0.109443409	0.08304838	0.049250217	0.095090483	0.15413185	0.023285666	0.113862237	0.02840604	0.117821568
GATM	2.990842785	0.243499635	1.102278816	0.190282083	0.230133485	0	2.260433792	0.043345673	0.121445054	0.017380011	0.015655352	0.02122497	0.007035487	0.016218054	0.049068029	0.009259226	0	0.097211842	0	0.107836952	0.290860695	0.14217207	0.18052163
GATS	0	0.067477385	0	0	0	0	0	0	0	0.010275743	0.00793627	0.009069775	0.003382692	0.01635171	0	0.0222634	0	0	0	0.001742007	0.016135628	0	0.003648089
GATSL3	0.056950175	0.009652974	0.036954058	0.064656379	0.18907956	0.086005108	0.160064725	0.271826353	0.294431902	0.134986901	0.215680246	0.209528052	0.153117251	0.260080308	0.217608627	0.231031508	0.230696302	0.301304964	0.088826102	0.027983553	0.183597118	0.135481209	0.061919349
GBA	0.783791031	0.08318685	0.138278114	0.551766435	0.233016513	0.293825993	0.685576468	0.200325507	0.272444176	0.18401756	0.144814839	0.178937366	0.244970999	0.172468102	0.286539332	0.351522739	0.449795972	0.686623301	0.416429902	0.163888242	0.156765612	0.298470352	0.130110722
GBA2	0.335795548	0.154344077	0.097970314	0	0.063342893	0	0.149247587	0.15306754	0.204246745	0.134308501	0.173308672	0.080207706	0.2012126	0.06164833	0.197743598	0.231049863	0.20772379	0.764065929	0.085720082	0.05821206	0.154109196	0.104181262	0.073487097
GBAS	1.326336353	0.63590902	1.128218012	1.304312975	1.403225533	2.50832364	1.244546	1.212788558	0.877604085	0.760490299	0.884171512	1.191111121	0.996096294	0.868653648	0.752736604	0.85536254	0.584991454	0.994120406	0.910132556	0.265186184	0.821499215	0.667967572	0.901097896
GBE1	0.098029488	0.116844752	0.062931866	0.141098286	1.964881052	2.640930499	0.088329668	0	0.707177355	0.096170483	0.07416351	0.183383177	0.106732599	0.377906003	0.170644321	0.183584991	0.37038416	0.457268098	0.296890197	0.069611541	0.218282725	0.469512761	0.062792487
GBF1	0.129142889	0.037611531	0.15986045	0.064213391	0.105799726	0.089858719	0.120501012	0.064320105	0.294332662	0.166574575	0.137482633	0.093651043	0.140357176	0.240657603	0.1632985	0.168825732	0.240536349	0.193705532	0.134526229	0.075452692	0.112493361	0.038267792	0.069249691
GBGT1	0.121409506	0	0.096720924	0.126906892	0.156619708	0.397575326	0.077978849	0	0.066731869	0.048160623	0.068844438	0.03687265	0.034942444	0.045461535	0	0	0.035064169	0.045250816	0	0.015982785	0.248027248	0.347245241	0.057624465
GBP1	0.932454311	0.121395433	1.391141984	4.01607411	0.325946119	0.206521764	1.10193549	0.252864023	0.590444428	1.646225378	1.342544349	0.94012749	1.860272284	0.978825802	1.665383985	1.914544464	1.124160043	1.602878647	1.699850787	0.081135997	0.797883611	1.038370745	0.559048945
GBP2	1.324982513	0.020362362	0.773690766	1.408248418	0.70032034	0.420189973	1.258968296	2.942655923	1.806232672	2.704600191	2.185828305	2.39911373	11.48753309	5.06503958	3.303934892	2.934594932	4.051571997	3.681068928	2.541189486	0.137494093	0.937467194	0.355706766	0.280407885
GBP3	0.282133112	0.023894658	0.120485825	0.411216096	0.080586892	0.197436211	0.313075515	0.442428984	0.16589364	0.397356907	0.326703097	0.495996932	0.400367149	0.271348458	0.700923701	0.706525587	0.95561217	0.237218606	0.490072861	0.061324096	0.199756381	0.189234606	0.097434209
GBP4	0.487565806	0.02112486	0.633093009	1.588760304	0.117660423	0.080774375	0.724535377	1.095823702	0.424232531	0.585970147	0.399539748	0.397501264	1.251870127	0.461034238	0.360463073	0.612177271	0.858389209	0.757962935	0.38605995	0.073285137	0.888455111	0.773704332	0.233236333
GBP5	0.401324858	0	0.190534876	0.89589363	0	0	0.053193622	1.485540417	0.904406886	1.091116108	0.740718231	0.919262977	3.692452286	0.284429	0.879611219	1.506381894	2.31898639	1.404305235	1.500009389	0.056567851	0.237513643	0.118460546	0.105672424
GBP7	0.024238727	0	0.035478307	0	0.009678712	0	0.003189814	0.056445353	0	0.021677181	0.027609915	0.036052605	0.136435715	0.213493117	0.013308927	0.051589858	0.176615755	0	0.042370096	0.001218516	0.117146197	0.255021823	0.021665109
GCA	1.940412451	2.378234702	2.821124889	5.281863122	1.727356329	1.269228254	1.593955705	0.292575317	0.595556463	0.22831931	0.225640222	0.600289379	0.811225889	0.677335895	0.317485127	0.41800252	0.021411195	0.25529566	0.400035398	0.277822027	2.420295839	2.20434557	1.506107938
GCAT	0.226314407	0.079528927	0.048772166	0.012460548	0.265680468	0.466448782	0.158636598	0.022189797	0.02499697	0.088455728	0.066753827	0.091147476	0.04524958	0.309365661	0.053154376	0.035657003	0.122267198	0.178999605	0.191553148	0.026562847	0.010097329	0.059547483	0.099871889
GCC1	0.105314891	0.064969502	0.056944717	0.06548376	0.207979209	0.193528647	0.169281052	0.284950112	0.248210245	0.436410938	0.328761978	0.437089122	0.260043721	0.277526218	0.217547966	0.258210066	0.234668911	0.484931933	0.209556912	0.050699083	0.204773803	0.024767752	0.039432463
GCC2	0.461799559	0.63185569	0.51930277	0.413740951	0.871171053	0.882049279	0.24680016	1.681704029	1.913722617	2.026548131	2.24731153	3.085004037	2.355918013	2.703993644	1.855154827	2.941867953	3.537266582	3.991767654	1.359816581	0.414974956	2.049838686	1.935004344	0.860907353
GCDH	0.372853486	0.342990188	0.290063317	0.162212284	0.32906632	0.541121418	0.129298706	0.890260586	1.117556428	0.564463816	0.633412974	0.757988396	0.646413944	0.913656794	0.806753754	0.80213916	0.637981503	0.84924262	0.489943171	0.222729144	0.406339942	0.468194856	0.522669668
GCFC2	0.063815803	0.178986902	0.084135938	0.006574817	0.269069073	0.05429786	0.072096635	0.175224093	0.079752558	0.330308816	0.243290588	0.400610379	0.394043041	0.657028647	0.256312852	0.328439981	0.647636116	0.084158579	0.185324379	0.064049037	0.266470169	0.540634589	0.355802956
GCG	0.000746432	0	0	0	0	0.145381739	0	0.143447396	0	0.003103288	0	0.00556982	0.006900184	0	0.019427752	0.009151038	0.069673247	0	0.036211657	0.000723281	0	0	0.031915917
GCH1	0.177457275	0.046100928	0.111960213	0.904483656	0.031238775	0.077277645	0.176934759	0.63723386	0.438397802	0.568309793	0.365860169	0.385532582	0.367159124	0.253686815	0.202305358	0.712118892	0.467522798	0.234497862	0.601526913	0.049450618	0.295058282	0.36980776	0.153914516
GCHFR	0.608030336	0.592405016	0.332695577	0.312493215	1.855933907	1.398368556	1.106471874	2.764903338	1.185788761	2.027980877	1.699248306	2.05059846	3.128194982	2.698251205	2.052309659	2.323140646	1.668964554	3.081529575	2.352741316	0.240708102	0.529399288	4.995759463	3.544156641
GCK	0.001861405	0.016586678	0	0	0	0	0	0	0	0	0.00721533	0.001735427	0	0.012812593	0	0.00440466	0	0	0.018294099	0.000906017	0.009792857	0	0
GCLC	0.716365084	0.297515881	0.170446971	0.160821088	0.357609016	0	0.816598002	0.207993258	0.051424804	0.135322217	0.115189157	0.130799396	0.08819932	0	0.301231632	0.173135627	0.149786659	0.408035618	0.160264773	0.02502489	0.076917845	0.091043875	0.051279634
GCLM	0.193284729	0.071807869	0.081796492	0.325820309	0.284398532	0.315317165	0.200945536	0.354654014	0.266129525	0.951092399	1.171751517	0.669230506	0.321873324	0.619770201	0.830354405	1.16328485	0.673698996	0.99070578	0.683542685	0.073884238	0.322791345	0.267529636	0.143485151
GCN1L1	0.236299456	0.069899785	0.143123829	0.162286567	0	0.521443866	0.165449145	0.028821068	0	0.197887184	0.177411655	0.149145716	0.104926499	0.098318303	0.097057955	0.154861964	0.247160658	0.852812254	0.061543301	0.042154201	0.131705073	0.13567985	0.290132857
GCNT1	0.247648505	0.175521967	0.207888479	0.353207168	0.232252005	0.565765174	0.698503244	0.816666036	0.112897765	0.120711038	0.092264317	0.098138417	0.59928542	0	0.439616735	0.181615502	0.205619716	0.293608015	0.334271427	0.007434024	0.39057535	0.981076753	0.130372827
GCNT2	0.030674224	0.073115936	0.036283455	0.072951473	0	0.12480614	0	0	0	0.021753854	0.005940768	0.040496989	0.034628396	0.295245575	0.003525182	0.040573773	0.037738052	0.214903009	0	0.005085671	0.173436279	0.557849128	0.058648626
GCNT3	0.005658418	0	0	0.050981687	0	0.289637651	0.003189814	0	0	0.003095515	0.004649854	0.024754964	0.007268801	0.05885034	0.107899458	0.041744728	0.105413063	0.085165793	0	0.01279837	0.04870033	0.021291417	0.005747985
GCSAM	0.146276045	1.822278312	0.014947773	0	0.027585619	0	0.106739029	0.081641931	0.298505927	0.23383984	0.335779605	0.337565485	0.082956614	0.116946472	0.135013769	0.283853309	0.043328411	0.205495032	0.04638007	0.109084277	0.667525536	3.380300609	2.654288478
GCSAML	0.000640764	0	0	0	0.939838401	1.011290812	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003199759	0	0	0
GCSH	0.660664149	0.342994175	0.391756761	0.088262174	1.072013398	1.389848963	0.794092153	0.410482977	0.772796654	0.296749513	0.300748942	0.378392929	0.244149834	0.386709129	0.499256658	0.372079598	0.609581828	0.727377797	0.298506823	0.372591043	0.295466808	0.372505137	0.915630778
GDA	0.001173668	0	0	0	0.010840333	0	0.012575125	0	0	0.014968505	0	0.002441147	0.0347054	0.012831149	0.010909027	0.003610063	0.035049979	0.039968138	0	0.001488437	0.021576381	0	0.004548118
GDAP1	0.079710716	0.028235716	0.013402652	0	0.052684961	0.060973842	0.025226108	0.104539847	0	0.074665728	0.07362958	0.019567547	0.109032948	0.03721014	0.089145299	0.063359228	0.169093328	0.082001429	0.024710606	0.006947346	0.099665166	0.096013009	0.030673426
GDAP2	0.081833646	0.080587045	0.210408925	0.056209086	0.28224572	0.024930323	0.119286055	0.568385716	0.669275776	0.136867078	0.261041869	0.066610129	0.150951642	0.072986323	0.05437269	0.13667948	0.277006693	0.359967306	0.238605721	0.055143384	0.15252003	0.092787515	0.088617925
GDE1	0.695999191	0.277365145	0.488200353	0.496465451	0.329052	0.591448247	0.590230802	0.383316912	1.888477385	0.577831263	0.513086287	0.596787178	0.723431221	0.80835412	0.509694629	0.540741086	1.842815705	0.203645504	0.481897305	0.152526701	0.293912784	0.430331196	0.349234002
GDF11	0	0	0	0	0.074645219	0	0	0.048763049	0.232258284	0.022338041	0.026307349	0.001524836	0.008527102	0.01094103	0.019965741	0.007892876	0	0	0.139158921	0.005639408	0.001932075	0	0.003234542
GDF15	1.045434904	0	0.022309012	0.051806765	0.688495929	0.065835005	0.161127925	0.006627415	0.130243259	0.065972646	0.023275578	0.012637943	0.047518363	0	0.077487846	0.014741041	0	0	0	0.021500597	0.035558821	0.043443072	0.006129777
GDI1	0.567416237	0.279315128	0.384780436	0.697269649	1.162030311	0.336651499	0.604025291	0.532047342	0.631004353	1.321884887	1.112075199	0.915234645	0.582198523	0.834211411	0.750468554	0.962003996	0.877745671	1.653356098	0.981943417	0.187305668	0.536564915	0.588068743	0.354645331
GDI2	5.695136708	6.707457105	8.377459981	4.377567807	4.715051101	5.072829193	6.505219937	3.321531971	4.107271198	3.650539141	3.242635819	4.330584605	3.920501837	4.612826341	4.422142001	3.506186091	5.294712453	2.582062844	4.485552903	1.265273183	8.106840764	13.6710939	10.85928385
GDPD1	0.01693171	0	0.014899659	0.011734931	0	0	0	0	0	0.061008369	0.067782263	0.048268948	0.028492877	0	0.050503425	0.064733463	0.070103374	0.124906697	0.03114476	0.005587013	0.016253473	0	0
GDPD3	0.013415538	0	0.003265738	0	0	0.043159239	0.007723316	0	0	0.053232643	0.012887806	0.007054211	0.019736001	0	0.074185861	0.038979506	0.108528247	0.006977837	0.135279147	0.006533302	0.011705086	0.076775837	0.03574457
GDPD5	0.009981888	0.021556	0.022487874	0.145146451	0	0	0.032869292	0	0	0.07694903	0.041406642	0.030224853	0.031372105	0.030842045	0.042746121	0.022932893	0.142193204	0.144667088	0	0.006467754	0.037392606	0.323525621	0.071702024
GDPGP1	0.01379121	0	0.01514537	0	0	0	0.036062852	0.007744072	0	0.004888634	0.003031959	0.034730352	0.005562916	0.019417909	0.066442046	0.021237442	0	0	0	0.002267028	0.023857489	0.030819958	0.010024048
GEM	0.410289986	1.401003687	1.603694655	0.380602959	0.24530999	0.039849856	0.529079583	1.12247127	0.797225736	0.188537353	0.052771925	0.346020834	2.566052899	1.464774725	1.284770878	0.317345622	0.643776869	0.538039569	0.431780399	0.050930976	0.114201831	0.043928983	0.039325855
GEMIN2	0.227094463	0.427403794	0.138166355	0.028133431	0.279391591	0.214406845	0.422728846	0.393821895	0.420730017	0.258321538	0.273260199	0.442525126	0.266327577	0.285294721	0.270739756	0.246241048	0.340936804	0	0.243390727	0.072788828	0.342349348	0.388299996	0.550412662
GEMIN4	0.078943743	0.027462868	0.039002635	0.27430552	0.101712674	0.065010054	0.052163762	0.184480362	0.068016905	0.039769747	0.065505108	0.123561095	0.088422735	0.138937069	0.161434411	0.071917768	0.024507489	0.149732461	0.074782855	0.024158784	0.215687138	0.216288357	0.797706355
GEMIN5	0.074070211	0.028762864	0.04426213	0	0.019643031	0.043870255	0.074327217	0.696821736	0	0.068519016	0.032396681	0.133932677	0.107857405	0.191569937	0.052524527	0.065809131	0.022256188	0.286587987	0.015978849	0.01457439	0.070263064	0.027021452	0.082099625
GEMIN6	0.36232839	0.280592958	0.197876235	0.436039881	0.560132113	1.273782413	0.561303989	0.504069502	0.224389519	0.372702339	0.303256397	0.375420691	0.557813201	0.237856813	0.577012124	0.394066736	0.426827897	1.0113892	0.564368798	0.0997849	0.427496836	0.547906303	0.334209759
GEMIN7	0.53111255	0.302051657	0.416524025	0.343175117	0.532520287	1.255021825	0.443248042	1.028568288	0.26361	0.69396919	0.372410025	0.340848379	0.751236865	0.584081796	0.726043563	0.658010992	0.798011075	0.593176414	0.549069004	0.242359663	0.709649089	1.387243819	1.119081084
GEMIN8	0.170344	0.293380339	0.243582599	0.089199631	0.279043882	0.139723818	0.109787315	0.105576869	0.237695615	0.290927421	0.276947276	0.260639183	0.457344138	0.43975978	0.365435526	0.363740322	0.403477932	0.237358738	0.364600826	0.104254652	0.227812428	0.608585691	0.363597816
GEN1	0.039192442	0.007221023	0.004341213	0	0.005532392	0	0.038786298	0.017638143	0.120314357	0.028176605	0.014697249	0.088460373	0.017993958	0	0.202876282	0.01032944	0.142235521	0	0.100224383	0.01637211	0.052243305	0.253284847	0.141773282
GET4	0	0	0.002172156	0	0.022565683	0	0.004316656	0.018156268	0	0.015062964	0.004110983	0	0	0	0.015623623	0.003693028	0	0	0	0.001708824	0.004821141	0	0
GFER	1.087160162	0.340607509	0.725730318	0.834559919	0.793715828	0.216968783	1.127763132	0.744871109	0.628726825	0.832053335	0.945247723	1.035854065	1.19377456	1.120321388	1.475421306	1.087745114	1.274689483	0.989256227	1.883417392	0.629015176	0.830385173	1.116255222	0.557395049
GFI1	0.008319463	0	0.018957507	0	0.667320592	0.39332085	0.010570824	0.444973417	0.728248229	0.561102163	0.508443329	0.653093994	0.593121233	1.085431338	0.593670379	0.493838718	1.421361421	0.757111733	1.116278224	0.061883199	0.006924909	0.031968334	0.100924294
GFI1B	0	0	0	0.022111905	0.098927434	0.103386678	0.005997718	0	0	0	0	0	0	0	0.002103016	0.001315195	0	0	0	0.000628519	0	0	0.002834944
GFM1	0.254648393	0.227580117	0.253723071	0.460600745	0.845902296	0.935757443	0.221196129	1.143928296	1.116790837	0.493734375	0.514045391	0.634666759	0.594422601	0.407985603	0.554259632	0.436543241	0.441763865	0.745606452	0.59817822	0.106405475	0.377540004	0.423948974	0.718075585
GFM2	0.06198857	0.060273298	0.13356989	0.025526776	0.388499787	0.372932333	0.034899121	0.149902864	0.106597676	0.168963423	0.212267775	0.244045625	0.14900615	0.25913543	0.15150244	0.170001623	0.023619711	0.098270022	0.211760277	0.044503054	0.202437383	0.330240596	0.109234588
GFOD1	0.044741443	0.082187111	0.209275001	0.036744897	0.087560517	0.112890553	0.021413784	1.286718563	0.293104561	0.062438414	0.043034904	0.214795287	0.154343556	2.02513907	0.683109571	0.418187757	0.445239519	1.234028693	0.321363075	0.023074045	0.161390413	0.490080201	0.109000936
GFOD2	0.12549536	0.032011616	0.17290223	0.04299117	0.232287668	0.052137726	0.010239988	0.144953451	0	0.175141817	0.133494741	0.166626673	0.167456815	0.354559932	0.214549714	0.1974751	0.14098718	0.400120552	0.080807163	0.056300409	0.176028621	0.292326313	0.104323237
GFPT1	0.278065021	0.084008401	0.145245898	0.215088443	0.573951376	0.202340443	0.1394324	0.146940484	0.523097478	0.342375749	0.312866974	0.25082811	0.243947853	0.45304676	0.245149399	0.343231111	0.173953826	0.574506952	0.162842516	0.226695419	0.177147118	0.316478617	0.27923332
GFPT2	0.004262946	0	0.011499294	0	0	0	0	0.041192601	0.157603595	0.243482633	0.288497311	0.021544088	0	0	0.056167903	0.187516964	0.124366073	0.617543233	0.495107239	0.004490974	0	0	0.002947294
GFRA1	0	0	0.01098944	0	0.016530056	0	0	0	0	0.013692816	0	0	0	0	0	0.012662422	0	0	0	0.001789201	0.005210556	0.003022037	0.005780165
